# Scene: /home/lighthouse/ros2_ws/src/lighthouse/lighthouse_isaac_hospital_scene/isaac_hospital_scene_spot.usd
# Total prims listed: 1893
TYPE                           X         Y         Z        QX      QY      QZ      QW     R_deg   P_deg   Y_deg  PATH
Xform                     11.160     4.151     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum17_21
Xform                     11.160     4.151     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum17_21/Geo_Floor_Costum
Xform                     11.160     4.151     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum17_21/Geo_Floor_Costum/Geo_Floor_Costum
Mesh                      11.160     4.151     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum17_21/Geo_Floor_Costum/Geo_Floor_Costum/Section0
Mesh                      11.160     4.151     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum17_21/Geo_Floor_Costum/Geo_Floor_Costum/Section1
Xform                     20.760    10.251     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum18_24
Xform                     20.760    10.251     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum18_24/Geo_Floor_Costum1
Xform                     20.760    10.251     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum18_24/Geo_Floor_Costum1/Geo_Floor_Costum1
Mesh                      20.760    10.251     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum18_24/Geo_Floor_Costum1/Geo_Floor_Costum1/Section0
Mesh                      20.760    10.251     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum18_24/Geo_Floor_Costum1/Geo_Floor_Costum1/Section1
Xform                     20.760    28.751     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum19_27
Xform                     20.760    28.751     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum19_27/Geo_Floor_Costum3
Xform                     20.760    28.751     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum19_27/Geo_Floor_Costum3/Geo_Floor_Costum3
Mesh                      20.760    28.751     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum19_27/Geo_Floor_Costum3/Geo_Floor_Costum3/Section0
Mesh                      20.760    28.751     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum19_27/Geo_Floor_Costum3/Geo_Floor_Costum3/Section1
Xform                    -32.141    10.550     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum20_30
Xform                    -32.141    10.550     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum20_30/Geo_Floor_Costum7
Xform                    -32.141    10.550     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum20_30/Geo_Floor_Costum7/Geo_Floor_Costum7
Mesh                     -32.141    10.550     0.000     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum20_30/Geo_Floor_Costum7/Geo_Floor_Costum7/Section0
Mesh                     -32.141    10.550     0.000     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum20_30/Geo_Floor_Costum7/Geo_Floor_Costum7/Section1
Xform                    -38.504    18.050     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum21_33
Xform                    -38.504    18.050     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum21_33/Geo_Floor_Costum8
Xform                    -38.504    18.050     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum21_33/Geo_Floor_Costum8/Geo_Floor_Costum8
Mesh                     -38.504    18.050     0.000     0.000   0.000   0.000   0.508      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum21_33/Geo_Floor_Costum8/Geo_Floor_Costum8/Section0
Mesh                     -38.504    18.050     0.000     0.000   0.000   0.000   0.508      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum21_33/Geo_Floor_Costum8/Geo_Floor_Costum8/Section1
Xform                     14.160     0.651     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M3_SideWall10
Xform                     11.160     0.651     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M3_BackWall6
Xform                     14.160     4.150     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M3_SideWall12
Xform                     -5.641    -2.594     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/GlassDoor_55
Xform                    -23.539    15.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_Floor7
Xform                    -20.040    15.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_Floor8
Xform                    -23.539    15.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_BackWall7
Xform                    -20.039    12.850     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M3_SideWall14
Xform                    -23.540    12.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_DoorWall7
Xform                    -20.039    15.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_SideWall15
Xform                    -20.039    15.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_BackWall8
Xform                    -16.540    12.850     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M3_SideWall16
Xform                    -20.040    12.850     0.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_DoorWall8
Xform                     11.270     0.750     3.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M3_Ceiling_2
Xform                     11.260    -2.749     3.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M3_Ceiling2
Xform                    -19.937    15.739     3.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_Ceiling3
Xform                    -23.440    15.739     3.001     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_Ceiling4
Xform                    -19.939    15.739     2.991     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_Ceiling7
Xform                    -23.441    15.739     2.991     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_M3_Ceiling8
Xform                    -14.339     8.850     3.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_Ceiling5
Xform                      0.973    15.852     3.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_Ceiling9
Xform                     -2.523    15.859     3.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_Ceiling10
Xform                     -6.015    15.849     3.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_Ceiling11
Xform                    -10.712     5.351     2.991     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M2_Ceiling2_47
Xform                     -3.840     5.351     2.991     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M2_Ceiling3_49
Xform                    -16.569    12.355     3.011     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M2_Ceiling8_82
Xform                    -24.872     5.371     3.011     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M2_Ceiling12_92
Xform                     11.160    -2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum22_95
Xform                     11.160    -2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum22_95/Geo_Floor_Costum2
Xform                     11.160    -2.850     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum22_95/Geo_Floor_Costum2/Geo_Floor_Costum2
Mesh                      11.160    -2.850     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum22_95/Geo_Floor_Costum2/Geo_Floor_Costum2/Section0
Mesh                      11.160    -2.850     0.001     0.000   0.000   0.000   0.507      0.00    0.00    0.00  /World/hospital/Geo_Floor_Costum22_95/Geo_Floor_Costum2/Geo_Floor_Costum2/Section1
Xform                      4.460    -2.849     2.990     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum5_10
Xform                      4.460    -2.849     2.990     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum6_19
Xform                     11.160     5.122     2.990     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum7_22
Xform                     20.760    10.251     2.990     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum8_25
Xform                     20.759    28.749     2.990     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum9_28
Xform                    -11.640     5.350     2.990     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum4_31
Xform                    -23.539     8.851     2.987     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum1_34
Xform                    -32.132    10.551     2.987     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum2_37
Xform                    -38.541    18.050     2.987     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_Roof_Costum3_40
Xform                     -6.040    12.353     0.000     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_M2_WallDoorCorner4
Xform                     -3.839     8.851     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M2_WallDoorCorner5
Xform                     -9.640    -2.849     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_WallCornerBase_7
Xform                    -11.640    -0.749     0.000     0.000   0.000   0.707  -0.707      0.00   -0.00  -90.00  /World/hospital/Geo_W_WallBase1_17
Xform                    -13.735     1.751     0.000     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_W_WallCornerBase2_21
Xform                     -5.138    -2.750     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_WallBase1_28
Xform                      3.160    -2.750     0.000     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_WallBase1_18
Xform                      3.160    -2.594     0.000     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/GlassDoor2_5
Xform                      1.964     5.569     1.222     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Pharmacy_Low_9
Xform                     -1.526     5.569     1.222     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Pharmacy_Low2
Xform                     -5.071     5.569     1.222     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Pharmacy_Low3
Xform                     -8.499     5.469     1.222     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Pharmacy_Low4
Xform                     -0.370     8.851     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor_15
Xform                     -3.839     5.351     0.000     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M2_TrimStrate_18
Xform                     -0.341     8.850     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimTwoCorner_21
Xform                      3.162     8.850     0.001     0.000   0.000   0.707  -0.543      0.00   -0.00  -90.00  /World/hospital/Geo_M2_TrimTwoCorner2
Xform                      3.162     5.348     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimTwoCorner3
Xform                     -7.339     5.351     0.000     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M2_TrimStrate2
Xform                    -10.839     5.351     0.000     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M2_TrimStrate3
Xform                    -14.339     5.351     0.000     0.000   0.000   0.540   0.707      0.00    0.00   61.36  /World/hospital/Geo_M2_TrimStrate4_39
Xform                    -17.922     5.351     0.000     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M2_TrimStrate5
Xform                    -24.840     5.351     0.000     0.000   0.000   0.707   0.345      0.00    0.00   90.00  /World/hospital/Geo_M2_TrimTwoCorner4_47
Xform                    -21.314     8.851     0.000     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor2_50
Xform                     -7.373     8.851     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor3
Xform                    -10.875     8.851     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor4
Xform                    -14.378     8.851     0.000    -0.000  -0.000   0.181   0.707     -0.00   -0.00   15.29  /World/hospital/Geo_M2_TrimStrate6_57
Xform                    -17.839     8.851     0.000    -0.000  -0.000   0.159   0.707     -0.00   -0.00   13.33  /World/hospital/Geo_M2_TrimStrate7
Xform                      4.460    15.867     0.001     0.000   0.000   0.707  -0.530      0.00   -0.00  -90.00  /World/hospital/Geo_M2_TrimTwoCorner5_60
Xform                      4.443    12.348     0.001     0.000   0.000   0.791  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor5
Xform                      0.957    12.348     0.001     0.000   0.000   0.791  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor6
Xform                     -2.545    12.348     0.001     0.000   0.000   0.791  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor7
Xform                     -6.038    12.348     0.001     0.000   0.000   0.791  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimDoor8
Xform                    -13.016    12.353     0.000     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimTwoCorner6_68
Xform                    -16.539    12.370     0.000     0.000   0.000   0.530   0.707      0.00    0.00   59.74  /World/hospital/Geo_M2_TrimTwoCorner7
Xform                      7.160    -2.750     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase_76
Xform                    -11.640    -2.749     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase1_78
Xform                    -11.635    -0.249     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase1_80
Xform                    -34.208     7.251     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase2_82
Xform                      3.160    -2.750     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase2
Xform                     -9.640    -2.750     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase3
Xform                    -11.640    -0.749     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase1_3
Xform                    -13.735     1.751     0.000     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateCorner_92
Xform                    -11.640    -0.349     0.000     0.000   0.000   0.707   0.000      0.00    0.00  180.00  /World/hospital/Geo_W_TrimStrateCorner2
Xform                    -17.735     1.751     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase4
Xform                    -21.735     1.751     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase5
Xform                    -25.735     1.751     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase6
Xform                    -29.708     1.751     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase7
Xform                    -33.708     1.751     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase8
Xform                    -34.208     1.751     0.001     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase1_9
Xform                    -34.208     2.250     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase1_10
Xform                    -34.208     6.250     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase9
Xform                    -33.208     7.251     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase2_9
Xform                    -32.740     7.250     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase1_11
Xform                    -38.342     2.750     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase11
Xform                    -38.342     1.750     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase2_11
Xform                    -42.179     1.750     0.001     0.000   0.000   1.000   0.000      0.00    0.00  180.00  /World/hospital/Geo_W_TrimStrateBase12
Xform                    -38.342     6.750     0.001     0.000   0.000  -0.679   0.707      0.00    0.00  -85.33  /World/hospital/Geo_W_TrimStrateBase2_115
Xform                    -28.440    23.751     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase13
Xform                    -24.456    23.751     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase14
Xform                    -23.458    23.750     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase2_119
Xform                    -23.458    22.851     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase2_14
Xform                    -23.458    18.902     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase15
Xform                    -23.458    18.902     0.000    -0.000   0.000   0.000   0.707     -0.00    0.00   -0.00  /World/hospital/Geo_W_TrimStrateCorner3
Xform                    -23.458    15.849     0.001     0.000   0.000  -0.707   0.707      0.00    0.00  -90.00  /World/hospital/Geo_W_TrimStrateBase2_126
Xform                     14.160    -3.350     0.001     0.000   0.000   0.707   0.485      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase2_144
Xform                     14.160    -4.349     0.001     0.000   0.000   0.919  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase2_17
Xform                     14.160    -2.849     0.001     0.000   0.000   0.707   0.485      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase1_148
Xform                     15.160    -4.348     0.001     0.000   0.000   0.919  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateBase1_161
Xform                      7.649    16.995     2.996     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_StairsPlaneHalf_165
Xform                      7.649    14.691     2.996     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_M_StairsPlaneHalf2
Xform                      7.649    11.066     2.996     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_M_StairsPlaneHalf3
Xform                      4.460    16.350     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase1_176
Xform                      4.460    17.350     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase2_179
Xform                      4.460    19.350     0.001     0.000   0.000   0.707   0.707      0.00    0.00   90.00  /World/hospital/Geo_W_TrimStrateBase1_183
Xform                      6.460    19.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase1_6
Xform                     10.460    19.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase16_191
Xform                     11.169    19.350     0.001     0.000   0.000   0.000   1.000      0.00    0.00    0.00  /World/hospital/Geo_W_TrimStrateBase2_196
Xform                      4.333    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside_206
Xform                      1.087    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINsideDoor_208
Xform                      4.360    15.692     0.001     0.000   0.000   0.707   0.539      0.00    0.00   90.00  /World/hospital/Geo_M2_TrimStrateINside2
Xform                      1.087    15.692     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINside3
Xform                      0.833    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside4
Xform                     -2.413    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINsideDoor2
Xform                      0.860    15.692     0.001     0.000   0.000   0.707   0.539      0.00    0.00   90.00  /World/hospital/Geo_M2_TrimStrateINside5
Xform                     -2.413    15.692     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINside6
Xform                     -2.667    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside7
Xform                     -5.913    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINsideDoor3
Xform                     -2.640    15.692     0.001     0.000   0.000   0.707   0.539      0.00    0.00   90.00  /World/hospital/Geo_M2_TrimStrateINside8
Xform                     -5.913    15.692     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINside9
Xform                     -9.410    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINsideDoor4
Xform                    -12.977    12.509     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside12
Xform                    -14.212     8.694     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINside16
Xform                    -10.966     8.694     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINsideDoor6
Xform                    -14.239     5.507     0.001     0.000   0.000  -0.539   0.707      0.00    0.00  -61.12  /World/hospital/Geo_M2_TrimStrateINside17
Xform                    -10.966     5.507     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside18
Xform                    -16.558    12.509     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside13_232
Xform                    -16.413    15.692     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINside10_234
Xform                    -16.558    15.693     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside14_236
Xform                    -13.040    15.693     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside15_238
Xform                     -9.540    15.693     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside19
Xform                     -6.166    12.506     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside11_241
Xform                     -0.514     8.695     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINsideDoor5_250
Xform                     -0.514     8.695     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside22
Xform                      3.032     5.508     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside23
Xform                     -3.713     5.508     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside24
Xform                     -0.514     5.508     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside25
Xform                     -3.713     5.508     0.001    -0.000   0.000   0.000   0.791     -0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside26
Xform                     -7.513     8.695     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINsideDoor7
Xform                     -7.513     8.695     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside27
Xform                     -3.966     5.508     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside28
Xform                    -10.712     5.508     0.001     0.000   0.000  -0.530   0.707      0.00    0.00  -59.74  /World/hospital/Geo_M2_TrimStrateINside29
Xform                     -7.547     5.507     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside30
Xform                    -10.712     5.508     0.001    -0.000   0.000   0.000   0.791     -0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside31
Xform                    -21.514     8.695     0.001     0.000   0.000   0.935  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_M2_TrimStrateINsideDoor8
Xform                    -21.514     8.695     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside32
Xform                    -14.471     5.508     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside33
Xform                    -24.713     5.508     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside34
Xform                    -21.514     5.508     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside35
Xform                    -24.713     5.508     0.001    -0.000   0.000   0.000   0.791     -0.00    0.00    0.00  /World/hospital/Geo_M2_TrimStrateINside36
Xform                    -17.922     5.508     0.001     0.000   0.000  -0.576   0.707      0.00    0.00  -67.48  /World/hospital/Geo_M2_TrimStrateINside37
Xform                    -17.922     8.695     0.001    -0.000   0.000  -0.222   0.707     -0.00    0.00  -19.20  /World/hospital/Geo_M2_TrimStrateINside38
Xform                    -48.141    21.757     0.000     0.000   0.000   1.000  -0.000      0.00   -0.00 -180.00  /World/hospital/Geo_W_TrimStrateWallHallway_272
Xform                     14.160     0.650     0.001     0.000   0.000   0.000   0.935      0.00    0.00    0.00  /World/hospital/Geo_M3_TrimStrateDoor_282
